CustomerID,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,Gender,Timestamp,Salary
280,Mr.,Frances,J.,Giglio,,Standard Bikes,adventure-works\\josé1,frances1@adventure-works.com,692-555-0136,F,2022-11-16-09:51:175,20175
281,Ms.,Suzana De Abreu,A.,Canuto,,Petroleum Products Distributors,adventure-works\\josé1,suzanadeabreu0@adventure-works.com,990-555-0141,F,2022-11-16-09:51:176,20176
282,Mr.,Billy,J.,Trent,,Quick Parts and Service,adventure-works\\garrett1,billy0@adventure-works.com,882-555-0115,F,2022-11-16-09:51:177,20177
286,Mr.,Leo,,Giakoumakis,,Number One Bike Co.,adventure-works\\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,F,2022-11-16-09:51:178,20178
287,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\\michael9,grant1@adventure-works.com,859-555-0173,F,2022-11-16-09:51:179,20179
288,Mr.,Robert,L.,Barker,,Kickstand Sellers,adventure-works\\michael9,robert3@adventure-works.com,241-555-0112,F,2022-11-16-09:51:180,20180
289,Ms.,Gabriel,L.,Bockenkamp,,Moderately-Priced Bikes Store,adventure-works\\pamela0,gabriel0@adventure-works.com,763-555-0145,F,2022-11-16-09:51:181,20181
290,Mr.,Scott,,Culp,,Friendly Bike Shop,adventure-works\\david8,scott3@adventure-works.com,119-555-0167,F,2022-11-16-09:51:182,20182
291,Mr.,Wayne,N.,Banack,,Grand Bicycle Stores,adventure-works\\jillian0,wayne0@adventure-works.com,640-555-0189,F,2022-11-16-09:51:183,20183
292,Mr.,Michael,Greg,Blythe,,Grease and Oil Products Company,adventure-works\\jillian0,michael11@adventure-works.com,126-555-0172,F,2022-11-16-09:51:184,20184
293,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\\shu0,conor0@adventure-works.com,115-555-0113,F,2022-11-16-09:51:185,20185
294,Mr.,Alberto,F.,Baltazar,,Flawless Bike Shop,adventure-works\\linda3,alberto0@adventure-works.com,780-555-0114,F,2022-11-16-09:51:186,20186
295,Mr.,Joseph,P.,Mitzner,Jr.,Engineered Bike Systems,adventure-works\\shu0,joseph4@adventure-works.com,129-555-0164,F,2022-11-16-09:51:187,20187
298,Mr.,Robert,,Mitosinka,,City Cycling,adventure-works\\josé1,robert10@adventure-works.com,239-555-0198,F,2022-11-16-09:51:188,20188
299,Mr.,Thierry,,D'Hers,,Citywide Service and Repair,adventure-works\\josé1,thierry1@adventure-works.com,680-555-0192,F,2022-11-16-09:51:189,20189
300,Mr.,Daniel,,Blanco,,Nice Bikes,adventure-works\\garrett1,daniel0@adventure-works.com,221-555-0167,F,2022-11-16-09:51:190,20190
304,Ms.,Linda,,Mitchell,,Essential Bike Works,adventure-works\\jae0,linda9@adventure-works.com,1 (11) 500 555-0182,F,2022-11-16-09:51:191,20191
306,Mr.,Stephen,M.,Ayers,,Work and Play Association,adventure-works\\michael9,stephen1@adventure-works.com,818-555-0171,F,2022-11-16-09:51:192,20192
307,Ms.,Neva,M.,Mitchell,,Riding Associates,adventure-works\\pamela0,neva0@adventure-works.com,992-555-0134,F,2022-11-16-09:51:193,20193
308,Ms.,Megan,N.,Davis,,Rugged Bikes,adventure-works\\david8,megan1@adventure-works.com,839-555-0198,F,2022-11-16-09:51:194,20194
309,Mr.,John,,Arthur,,The Gear Store,adventure-works\\jillian0,john6@adventure-works.com,149-555-0113,F,2022-11-16-09:51:195,20195
310,Mr.,Frank,,Miller,,Orange Bicycle Company,adventure-works\\jillian0,frank6@adventure-works.com,118-555-0184,F,2022-11-16-09:51:196,20196
311,Sr.,Alvaro,,De Matos Miranda Filho,,Principal Bike Company,adventure-works\\shu0,alvaro0@adventure-works.com,551-555-0155,F,2022-11-16-09:51:197,20197
312,Mr.,Thomas,B.,Armstrong,Jr.,Resale Services,adventure-works\\linda3,thomas1@adventure-works.com,226-555-0146,F,2022-11-16-09:51:198,20198
313,Mr.,Dylan,,Miller,,Metropolitan Manufacturing,adventure-works\\shu0,dylan1@adventure-works.com,140-555-0192,F,2022-11-16-09:51:199,20199
316,Mr.,Ben,,Miller,,Low Price Cycles,adventure-works\\josé1,ben1@adventure-works.com,207-555-0167,F,2022-11-16-09:51:200,20200
317,Mr.,Jacob,N.,Dean,,Finer Riding Supplies,adventure-works\\josé1,jacob0@adventure-works.com,767-555-0151,F,2022-11-16-09:51:201,20201
318,Ms.,Ann,,Beebe,,First-Rate Outlet,adventure-works\\garrett1,ann0@adventure-works.com,277-555-0169,F,2022-11-16-09:51:202,20202
322,Mr.,Matthew,J.,Miller,,Tachometers and Accessories,adventure-works\\jae0,matthew5@adventure-works.com,1 (11) 500 555-0176,F,2022-11-16-09:51:203,20203
323,Mr.,Jo,,Brown,,Metro Bike Works,adventure-works\\michael9,jo2@adventure-works.com,689-555-0130,F,2022-11-16-09:51:204,20204
325,Ms.,Virginia,L.,Miller,,All Cycle Shop,adventure-works\\pamela0,virginia0@adventure-works.com,918-555-0127,F,2022-11-16-09:51:205,20205
326,Mr.,Scott,,Gode,,Year-Round Sports,adventure-works\\david8,scott4@adventure-works.com,164-555-0145,F,2022-11-16-09:51:206,20206
327,Ms.,Caroline,A.,Vicknair,,World of Bikes,adventure-works\\jillian0,caroline0@adventure-works.com,695-555-0158,F,2022-11-16-09:51:207,20207
328,Mr.,Robert,R.,Vessa,,Totes & Baskets Company,adventure-works\\jillian0,robert13@adventure-works.com,560-555-0171,F,2022-11-16-09:51:208,20208
330,Mr.,Mete,,Goktepe,,The New Bike Store,adventure-works\\linda3,mete0@adventure-works.com,637-555-0120,F,2022-11-16-09:51:209,20209
331,Ms.,Wanda,F.,Vernon,,Technical Parts Manufacturing,adventure-works\\shu0,wanda0@adventure-works.com,433-555-0168,F,2022-11-16-09:51:210,20210
334,Ms.,Dora,P.,Verdad,,Retreat Inn,adventure-works\\josé1,dora0@adventure-works.com,155-555-0140,F,2022-11-16-09:51:211,20211
335,Mr.,John,M.,Berger,Jr.,Scratch-Resistant Finishes Company,adventure-works\\josé1,john10@adventure-works.com,156-555-0111,F,2022-11-16-09:51:212,20212
336,Mr.,Brian,R,Goldstein,,Primary Bike Distributors,adventure-works\\garrett1,brian4@adventure-works.com,495-555-0161,F,2022-11-16-09:51:213,20213
340,Mr.,Raja,D.,Venugopal,,Nearby Cycle Shop,adventure-works\\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,F,2022-11-16-09:51:214,20214
343,Ms.,Patricia,M.,Vasquez,,Mail-Order Outlet,adventure-works\\pamela0,patricia2@adventure-works.com,490-555-0132,F,2022-11-16-09:51:215,20215
344,Ms.,Karren,K.,Burkhardt,,Fifth Bike Store,adventure-works\\david8,karren0@adventure-works.com,652-555-0132,F,2022-11-16-09:51:216,20216
345,Ms.,Abigail,J.,Gonzalez,,Genial Bike Associates,adventure-works\\jillian0,abigail0@adventure-works.com,121-555-0139,F,2022-11-16-09:51:217,20217
346,Mr.,Ranjit,Rudra,Varkey Chudukatil,,Great Bicycle Supply,adventure-works\\jillian0,ranjit1@adventure-works.com,810-555-0160,F,2022-11-16-09:51:218,20218
347,Ms.,Ingrid,K.,Burkhardt,,Bike Universe,adventure-works\\shu0,ingrid0@adventure-works.com,857-555-0187,F,2022-11-16-09:51:219,20219
348,Mr.,Oscar,L.,Alpuerto,,Bold Bike Accessories,adventure-works\\linda3,oscar0@adventure-works.com,855-555-0174,F,2022-11-16-09:51:220,20220
349,Mr.,Gary,T,Vargas,,Exercise Center,adventure-works\\shu0,gary6@adventure-works.com,112-555-0176,F,2022-11-16-09:51:221,20221
352,Mr.,Shane,S.,Kim,,Twelfth Bike Store,adventure-works\\josé1,shane2@adventure-works.com,155-555-0149,F,2022-11-16-09:51:222,20222
353,Ms.,Joan,M.,Campbell,,Two-Wheeled Transit Company,adventure-works\\josé1,joan0@adventure-works.com,700-555-0155,F,2022-11-16-09:51:223,20223
354,Mr.,Maxwell,J.,Amland,,Serious Cycles,adventure-works\\garrett1,maxwell0@adventure-works.com,614-555-0134,F,2022-11-16-09:51:224,20224
358,Mr.,Joe,,Kim,,Mail Market,adventure-works\\jae0,joe1@adventure-works.com,1 (11) 500 555-0144,F,2022-11-16-09:51:225,20225
360,Ms.,Ramona,J.,Antrim,,Novelty Bikes,adventure-works\\michael9,ramona0@adventure-works.com,327-555-0148,F,2022-11-16-09:51:226,20226
361,Ms.,Karan,,Khanna,,Fitness Supplies,adventure-works\\pamela0,karan1@adventure-works.com,390-555-0150,F,2022-11-16-09:51:227,20227
362,Ms.,Sharon,A.,Crow,,Grand Cycle Store,adventure-works\\david8,sharon1@adventure-works.com,889-555-0176,F,2022-11-16-09:51:228,20228
363,Mr.,Chris,,Ashton,,Immense Manufacturing Company,adventure-works\\jillian0,chris3@adventure-works.com,556-555-0145,F,2022-11-16-09:51:229,20229
364,Mr.,Imtiaz,,Khan,,District Mall,adventure-works\\jillian0,imtiaz0@adventure-works.com,249-555-0179,F,2022-11-16-09:51:230,20230
365,Mr.,Jack,,Creasey,,Distinctive Store,adventure-works\\shu0,jack2@adventure-works.com,539-555-0182,F,2022-11-16-09:51:231,20231
366,Ms.,Teresa,,Atkinson,,Extended Bike Sales,adventure-works\\linda3,teresa0@adventure-works.com,129-555-0110,F,2022-11-16-09:51:232,20232
367,Ms.,Tammy,J.,Khan,,Brown Bicycle Company,adventure-works\\shu0,tammy0@adventure-works.com,145-555-0166,F,2022-11-16-09:51:233,20233
370,Ms.,Elizabeth,,Keyser,,Acceptable Sales & Service,adventure-works\\josé1,elizabeth2@adventure-works.com,656-555-0173,F,2022-11-16-09:51:234,20234
371,Mr.,Bruno,,Costa Da Silva,,Custom Sales and Service,adventure-works\\josé1,bruno0@adventure-works.com,140-555-0143,F,2022-11-16-09:51:235,20235
372,Ms.,Katherine,K.,Swan,,Top Bike Market,adventure-works\\garrett1,katherine1@adventure-works.com,421-555-0192,F,2022-11-16-09:51:236,20236
376,Ms.,Mary,R.,Kesslep,,Commerce Bicycle Specialists,adventure-works\\jae0,mary8@adventure-works.com,1 (11) 500 555-0146,F,2022-11-16-09:51:237,20237
377,Mr.,Marlin,M.,Coriell,,Grand Sport Boutique,adventure-works\\michael9,marlin0@adventure-works.com,941-555-0155,F,2022-11-16-09:51:238,20238
379,Mr.,Kevin,,Kennedy,,Fad Outlet,adventure-works\\pamela0,kevin4@adventure-works.com,275-555-0179,F,2022-11-16-09:51:239,20239
380,Ms.,Eva,,Corets,,First Department Stores,adventure-works\\david8,eva0@adventure-works.com,542-555-0164,F,2022-11-16-09:51:240,20240
381,Ms.,Julie,,Taft-Rider,,Bicycle Lines Distributors,adventure-works\\jillian0,julie1@adventure-works.com,145-555-0194,F,2022-11-16-09:51:241,20241
382,Mr.,Robert,,Kelly,,Beneficial Exercises and Activities,adventure-works\\jillian0,robert7@adventure-works.com,510-555-0123,F,2022-11-16-09:51:242,20242
383,Mr.,Scott,,Cooper,,Vehicle Shop,adventure-works\\shu0,scott2@adventure-works.com,773-555-0182,F,2022-11-16-09:51:243,20243
384,Mr.,Clarence,R.,Tatman,,Sparkling Paint and Finishes,adventure-works\\linda3,clarence0@adventure-works.com,787-555-0128,F,2022-11-16-09:51:244,20244
385,Mr.,John,,Kelly,,Sturdy Toys,adventure-works\\shu0,john22@adventure-works.com,330-555-0116,F,2022-11-16-09:51:245,20245
388,Mr.,Victor,A.,Kelley,,Road Way Sales and Rental,adventure-works\\josé1,victor0@adventure-works.com,112-555-0195,F,2022-11-16-09:51:246,20246
389,Ms.,Dorothy,J.,Contreras,,Sixth Bike Store,adventure-works\\josé1,dorothy0@adventure-works.com,428-555-0176,F,2022-11-16-09:51:247,20247
390,Mr.,Mike,M.,Taylor,,Plastic Parts Company,adventure-works\\garrett1,mike6@adventure-works.com,204-555-0189,F,2022-11-16-09:51:248,20248
394,Ms.,Bonnie,,Kearney,,Little Sports Center,adventure-works\\jae0,bonnie1@adventure-works.com,1 (11) 500 555-0116,F,2022-11-16-09:51:249,20249
395,Ms.,June,B.,Brunner,,Online Bike Sellers,adventure-works\\michael9,june0@adventure-works.com,249-555-0172,F,2022-11-16-09:51:250,20250
397,Mr.,Sandeep,,Katyal,,Capable Sales and Service,adventure-works\\pamela0,sandeep2@adventure-works.com,928-555-0117,F,2022-11-16-09:51:251,20251
398,Ms.,Shirley,R.,Bruner,,Commendable Bikes,adventure-works\\david8,shirley0@adventure-works.com,383-555-0155,F,2022-11-16-09:51:252,20252
399,Mr.,Chad,J.,Tedford,,Big Cycle Mall,adventure-works\\jillian0,chad1@adventure-works.com,588-555-0128,F,2022-11-16-09:51:253,20253
400,Mr.,Peter,,Houston,,Local Sales and Rental,adventure-works\\jillian0,peter3@adventure-works.com,632-555-0171,F,2022-11-16-09:51:254,20254
401,Mr.,Tom,H,Johnston,,Brightwork Company,adventure-works\\shu0,tom1@adventure-works.com,883-555-0177,F,2022-11-16-09:51:255,20255
402,Ms.,Marian,M.,Berch,,Pro Sporting Goods,adventure-works\\linda3,marian0@adventure-works.com,640-555-0198,F,2022-11-16-09:51:256,20256
403,Ms.,Juanita,J.,Holman,,Affordable Sports Equipment,adventure-works\\shu0,juanita0@adventure-works.com,996-555-0196,F,2022-11-16-09:51:257,20257
406,Mr.,Eddie,M.,Holmes,,The Commissary,adventure-works\\josé1,eddie0@adventure-works.com,570-555-0199,F,2022-11-16-09:51:258,20258
407,Mr.,Robert,A.,Avalos,,Workout Emporium,adventure-works\\josé1,robert2@adventure-works.com,665-555-0198,F,2022-11-16-09:51:259,20259
408,Mr.,Alexander,J.,Berger,II,Odometers and Accessories Company,adventure-works\\garrett1,alexander0@adventure-works.com,519-555-0151,F,2022-11-16-09:51:260,20260
412,Ms.,Jean,J.,Holloway,,Leisure Clearing House,adventure-works\\jae0,jean2@adventure-works.com,1 (11) 500 555-0181,F,2022-11-16-09:51:261,20261
415,Mr.,Greg,,Chapman,,Imaginary Toys,adventure-works\\pamela0,greg1@adventure-works.com,708-555-0169,F,2022-11-16-09:51:262,20262
416,Ms.,Angela,,Barbariol,,Impromptu Trips,adventure-works\\david8,angela1@adventure-works.com,134-555-0182,F,2022-11-16-09:51:263,20263
417,Ms.,Ruth,A.,Choin,,Genuine Bike Shop,adventure-works\\jillian0,ruth1@adventure-works.com,273-555-0181,F,2022-11-16-09:51:264,20264
418,Mr.,Lee,J.,Chapla,,Good Bike Shop,adventure-works\\jillian0,lee0@adventure-works.com,223-555-0184,F,2022-11-16-09:51:265,20265
419,Mr.,Darrell,M.,Banks,,Exertion Activities Club,adventure-works\\shu0,darrell0@adventure-works.com,816-555-0118,F,2022-11-16-09:51:266,20266
420,Mr.,Anthony,,Chor,,Extreme Riding Supplies,adventure-works\\linda3,anthony0@adventure-works.com,429-555-0145,F,2022-11-16-09:51:267,20267
421,Mr.,Forrest,J.,Chandler,,Fitness Cycling,adventure-works\\shu0,forrest0@adventure-works.com,448-555-0179,F,2022-11-16-09:51:268,20268
424,Mr.,Eli,,Bowen,,Bikes for Two,adventure-works\\josé1,eli0@adventure-works.com,371-555-0143,F,2022-11-16-09:51:269,20269
425,Mr.,Stephen,Yuan,Jiang,,Bikes for Kids and Adults,adventure-works\\josé1,stephen3@adventure-works.com,910-555-0116,F,2022-11-16-09:51:270,20270
426,Mr.,Dirk,J.,Bruno,,Custom Accessories Company,adventure-works\\garrett1,dirk0@adventure-works.com,817-555-0114,F,2022-11-16-09:51:271,20271
430,Sr.,Gustavo,,Camargo,,Uttermost Bike Shop,adventure-works\\jae0,gustavo1@adventure-works.com,1 (11) 500 555-0118,F,2022-11-16-09:51:272,20272
431,Mr.,Douglas,A.,Baldwin,Jr.,Small Cycle Store,adventure-works\\michael9,douglas1@adventure-works.com,583-555-0130,F,2022-11-16-09:51:273,20273
433,Ms.,Lindsey,R.,Camacho,,Thorough Parts and Repair Services,adventure-works\\pamela0,lindsey0@adventure-works.com,827-555-0143,F,2022-11-16-09:51:274,20274
434,Mr.,James,B.,Bailey,Jr.,Road-Way Mart,adventure-works\\david8,james3@adventure-works.com,234-555-0112,F,2022-11-16-09:51:275,20275
435,Ms.,Carol,B.,Elliott,,Satin Finish Company,adventure-works\\jillian0,carol2@adventure-works.com,847-555-0151,F,2022-11-16-09:51:276,20276
436,Ms.,Barbara,J.,Calone,,Sheet Metal Manufacturing,adventure-works\\jillian0,barbara2@adventure-works.com,145-555-0152,F,2022-11-16-09:51:277,20277
437,Ms.,Megan,E.,Burke,,Professional Cycle Store,adventure-works\\shu0,megan0@adventure-works.com,148-555-0149,F,2022-11-16-09:51:278,20278
438,Mr.,Cory,K.,Booth,,Remarkable Bike Store,adventure-works\\linda3,cory0@adventure-works.com,121-555-0157,F,2022-11-16-09:51:279,20279
439,Ms.,Shannon,P.,Elliott,,Regional Manufacturing,adventure-works\\shu0,shannon0@adventure-works.com,425-555-0158,F,2022-11-16-09:51:280,20280
442,Ms.,Jauna,E.,Elson,,Original Bicycle Supply Company,adventure-works\\josé1,jauna0@adventure-works.com,185-555-0190,F,2022-11-16-09:51:281,20281
443,Sra.,Janaina Barreiro Gambaro,,Bueno,,Courteous Bicycle Specialists,adventure-works\\josé1,janainabarreirogambaro0@adventure-works.com,476-555-0184,F,2022-11-16-09:51:282,20282
444,Mr.,Shaun,,Beasley,,Finer Cycle Shop,adventure-works\\garrett1,shaun0@adventure-works.com,396-555-0187,F,2022-11-16-09:51:283,20283
448,Mr.,Terry,,Eminhizer,,Action Bicycle Specialists,adventure-works\\jae0,terry1@adventure-works.com,1 (11) 500 555-0176,F,2022-11-16-09:51:284,20284
451,Mr.,John,,Emory,,Roadway Bike Emporium,adventure-works\\pamela0,john16@adventure-works.com,691-555-0149,F,2022-11-16-09:51:285,20285
452,Ms.,Olga,J.,Trau,,A Cycle Shop,adventure-works\\david8,olga0@adventure-works.com,398-555-0167,F,2022-11-16-09:51:286,20286
453,Mr.,Jon,,Ganio,,Unique Bikes,adventure-works\\jillian0,jon0@adventure-works.com,672-555-0112,F,2022-11-16-09:51:287,20287
454,Ms.,Gail,,Erickson,,Sleek Bikes ,adventure-works\\jillian0,gail1@adventure-works.com,834-555-0132,F,2022-11-16-09:51:288,20288
455,Mr.,James,R.,Tran,,Timely Shipping Service,adventure-works\\shu0,james15@adventure-works.com,740-555-0159,F,2022-11-16-09:51:289,20289
456,Mr.,Michael,,Galos,,Riding Excursions,adventure-works\\linda3,michael15@adventure-works.com,912-555-0149,F,2022-11-16-09:51:290,20290
457,Mr.,Mark,B,Erickson,,Retail Sporting Equipment,adventure-works\\shu0,mark2@adventure-works.com,962-555-0112,F,2022-11-16-09:51:291,20291
460,Ms.,Martha,R.,Espinoza,,Price-Cutter Discount Bikes,adventure-works\\josé1,martha0@adventure-works.com,753-555-0179,F,2022-11-16-09:51:292,20292
461,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\\josé1,glenn0@adventure-works.com,907-555-0170,F,2022-11-16-09:51:293,20293
462,Mr.,Bob,,Gage,,General Riding Supplies,adventure-works\\garrett1,bob1@adventure-works.com,962-555-0175,F,2022-11-16-09:51:294,20294
466,Sra.,Janeth,,Esteves,,Central Bicycle Specialists,adventure-works\\jae0,janeth1@adventure-works.com,1 (11) 500 555-0136,F,2022-11-16-09:51:295,20295
468,Mr.,Paul,J.,Fulton,,Blue Bicycle Company,adventure-works\\michael9,paul3@adventure-works.com,492-555-0146,M,2022-11-16-09:51:296,20296
469,Ms.,Twanna,R.,Evans,,Vast Bike Sales and Rental,adventure-works\\pamela0,twanna0@adventure-works.com,554-555-0124,M,2022-11-16-09:51:297,20297
470,Ms.,Delia,B.,Toone,,Wingtip Toys,adventure-works\\david8,delia0@adventure-works.com,328-555-0192,M,2022-11-16-09:51:298,20298
471,Mr.,John,,Ford,,Social Activities Club,adventure-works\\jillian0,john19@adventure-works.com,596-555-0153,M,2022-11-16-09:51:299,20299
472,Ms.,Ann,R.,Evans,,Summer Sports Place,adventure-works\\jillian0,ann1@adventure-works.com,252-555-0127,M,2022-11-16-09:51:300,20300
473,Ms.,Kay,E.,Krane,,Racing Toys,adventure-works\\shu0,kay0@adventure-works.com,731-555-0187,M,2022-11-16-09:51:301,20301
474,Mr.,Mihail,,Frintu,,Retail Cycle Shop,adventure-works\\linda3,mihail1@adventure-works.com,777-555-0163,M,2022-11-16-09:51:302,20302
475,Mr.,John,,Evans,,Real Sporting Goods,adventure-works\\shu0,john17@adventure-works.com,581-555-0172,M,2022-11-16-09:51:303,20303
478,Ms.,Ruby Sue,R.,Styles,,Major Cycling,adventure-works\\josé1,rubysue0@adventure-works.com,512-555-0122,M,2022-11-16-09:51:304,20304
479,Ms.,Lori,,Kane,,General Supplies,adventure-works\\josé1,lori2@adventure-works.com,765-555-0141,M,2022-11-16-09:51:305,20305
480,Ms.,Susan,E.,French,,General Bike Corporation,adventure-works\\garrett1,susan3@adventure-works.com,994-555-0194,M,2022-11-16-09:51:306,20306
484,Mr.,Gary,J.,Suess,,Downhill Bicycle Specialists,adventure-works\\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,M,2022-11-16-09:51:307,20307
487,Ms.,Ruth,J.,Suffin,,Bike Experts,adventure-works\\pamela0,ruth2@adventure-works.com,924-555-0195,M,2022-11-16-09:51:308,20308
488,Ms.,Margaret,J.,Smith,,Bicycle Accessories and Kits,adventure-works\\david8,margaret0@adventure-works.com,959-555-0151,M,2022-11-16-09:51:309,20309
489,Ms.,Dorothy,J.,Fox,,Cash & Carry Bikes,adventure-works\\jillian0,dorothy1@adventure-works.com,191-555-0198,M,2022-11-16-09:51:310,20310
490,Ms.,Elizabeth,J.,Sullivan,,Extraordinary Bike Works,adventure-works\\jillian0,elizabeth4@adventure-works.com,306-555-0112,M,2022-11-16-09:51:311,20311
491,Ms.,Frances,B.,Adams,,Area Bike Accessories,adventure-works\\shu0,frances0@adventure-works.com,991-555-0183,M,2022-11-16-09:51:312,20312
492,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\\linda3,garth0@adventure-works.com,768-555-0125,M,2022-11-16-09:51:313,20313
493,Mr.,Michael,,Sullivan,,Valley Bicycle Distributors,adventure-works\\shu0,michael24@adventure-works.com,323-555-0113,M,2022-11-16-09:51:314,20314
496,Ms.,Marcia,J.,Sultan,,Top Sports Supply,adventure-works\\josé1,marcia0@adventure-works.com,613-555-0116,M,2022-11-16-09:51:315,20315
497,Ms.,Amy,E.,Alberts,,Valley Toy Store,adventure-works\\josé1,amy1@adventure-works.com,727-555-0115,M,2022-11-16-09:51:316,20316
498,Ms.,Kelly,,Focht,,Quick Delivery Service,adventure-works\\garrett1,kelly0@adventure-works.com,272-555-0123,M,2022-11-16-09:51:317,20317
502,Mr.,Krishna,,Sunkammurali,,Metropolitan Bicycle Supply,adventure-works\\jae0,krishna1@adventure-works.com,1 (11) 500 555-0177,M,2022-11-16-09:51:318,20318
504,Ms.,Mae,M.,Black,,Historic Bicycle Sales,adventure-works\\michael9,mae1@adventure-works.com,264-555-0143,M,2022-11-16-09:51:319,20319
505,Mr.,Brad,,Sutton,,Honest Repair Service,adventure-works\\pamela0,brad0@adventure-works.com,688-555-0115,M,2022-11-16-09:51:320,20320
506,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\\david8,françois1@adventure-works.com,571-555-0128,M,2022-11-16-09:51:321,20321
507,Mr.,Mary,,Bishop,,Global Sporting Goods,adventure-works\\jillian0,mary4@adventure-works.com,176-555-0136,M,2022-11-16-09:51:322,20322
508,Mr.,Martin,J.,Svoboda,IV,Designer Department Stores,adventure-works\\jillian0,martin1@adventure-works.com,132-555-0149,M,2022-11-16-09:51:323,20323
509,Mr.,Robert,E.,Ahlering,,Fun Toys and Bikes,adventure-works\\shu0,robert1@adventure-works.com,678-555-0175,M,2022-11-16-09:51:324,20324
510,Mr.,Jimmy,,Bischoff,,World Bike Discount Store,adventure-works\\linda3,jimmy1@adventure-works.com,992-555-0111,M,2022-11-16-09:51:325,20325
511,Mr.,Abraham,L.,Swearengin,,Wheel Gallery,adventure-works\\shu0,abraham0@adventure-works.com,926-555-0136,M,2022-11-16-09:51:326,20326
514,Mr.,Ryan,,Calafato,,Retail Mall,adventure-works\\josé1,ryan1@adventure-works.com,726-555-0155,M,2022-11-16-09:51:327,20327
515,Mr.,Dragan,,Tomic,,Rural Bicycle Supply,adventure-works\\josé1,dragan1@adventure-works.com,833-555-0167,M,2022-11-16-09:51:328,20328
516,Mr.,Thomas,R.,Michaels,,Seats and Saddles Company,adventure-works\\garrett1,thomas2@adventure-works.com,162-555-0174,M,2022-11-16-09:51:329,20329
520,Ms.,Mari,B.,Caldwell,,Metro Metals Co.,adventure-works\\jae0,mari0@adventure-works.com,1 (11) 500 555-0118,M,2022-11-16-09:51:330,20330
523,Ms.,Mary,M.,Gimmi,,Futuristic Sport Distributors,adventure-works\\shu0,mary6@adventure-works.com,149-555-0196,M,2022-11-16-09:51:331,20331
526,Mr.,David,L.,Givens,,Finer Sales and Service,adventure-works\\josé1,david15@adventure-works.com,605-555-0111,M,2022-11-16-09:51:332,20332
527,Ms.,Diane,,Tibbott,,Fun Times Club,adventure-works\\shu0,diane5@adventure-works.com,847-555-0184,M,2022-11-16-09:51:333,20333
528,Ms.,Helen,M.,Meyer,,Alpine Ski House,adventure-works\\linda3,helen2@adventure-works.com,519-555-0112,M,2022-11-16-09:51:334,20334
529,Ms.,Jeanie,R.,Glenn,PhD,Big-Time Bike Store,adventure-works\\shu0,jeanie0@adventure-works.com,669-555-0149,M,2022-11-16-09:51:335,20335
532,Ms.,Diane,R.,Glimp,,The Showroom,adventure-works\\josé1,diane3@adventure-works.com,898-555-0137,M,2022-11-16-09:51:336,20336
533,Ms.,Yuping,,Tian,,Tenth Bike Store,adventure-works\\josé1,yuping0@adventure-works.com,744-555-0123,M,2022-11-16-09:51:337,20337
534,Mr.,Stephen,A.,Mew,,Recommended Bicycles,adventure-works\\garrett1,stephen4@adventure-works.com,399-555-0114,M,2022-11-16-09:51:338,20338
538,Mr.,John,R.,Brooks,,Prosperous Tours,adventure-works\\jae0,john12@adventure-works.com,1 (11) 500 555-0179,M,2022-11-16-09:51:339,20339
541,Mr.,Willie,P.,Brooks,Jr.,Nonskid Tire Company,adventure-works\\pamela0,willie0@adventure-works.com,525-555-0174,M,2022-11-16-09:51:340,20340
542,Mr.,Andrew,P.,Kobylinski,,Finer Parts Shop,adventure-works\\david8,andrew5@adventure-works.com,129-555-0185,M,2022-11-16-09:51:341,20341
543,Mr.,R. Morgan,L.,Mendoza,,Friendly Neighborhood Bikes,adventure-works\\jillian0,rmorgan0@adventure-works.com,963-555-0146,M,2022-11-16-09:51:342,20342
544,Mr.,Jay,,Adams,,Valley Bicycle Specialists,adventure-works\\jillian0,jay1@adventure-works.com,158-555-0142,M,2022-11-16-09:51:343,20343
545,Mr.,Christian,,Kleinerman,,Finish and Sealant Products,adventure-works\\shu0,christian1@adventure-works.com,362-555-0177,M,2022-11-16-09:51:344,20344
546,Mr.,Anton,,Kirilov,,Field Trip Store,adventure-works\\linda3,anton0@adventure-works.com,608-555-0162,M,2022-11-16-09:51:345,20345
547,Ms.,Gladys,F.,Mendiola,,Curbside Sporting Goods,adventure-works\\shu0,gladys0@adventure-works.com,535-555-0189,M,2022-11-16-09:51:346,20346
550,Ms.,Raquel,,Mello,,Remote Bicycle Specialists,adventure-works\\josé1,raquel0@adventure-works.com,723-555-0124,M,2022-11-16-09:51:347,20347
551,Mr.,Samuel,N.,Agcaoili,,Vinyl and Plastic Goods Corporation,adventure-works\\josé1,samuel0@adventure-works.com,554-555-0110,M,2022-11-16-09:51:348,20348
552,Mr.,Tim,,Kim,,Consolidated Messenger,adventure-works\\garrett1,tim0@adventure-works.com,244-555-0115,M,2022-11-16-09:51:349,20349
